Traffic Day,Traffic New or Returning Visitor,Traffic Referring Category Ø,Traffic Referring Site Ø,Traffic Referring URL,Traffic UTM Campaign Name Ø,Traffic UTM Campaign Medium Ø,Traffic UTM Campaign Source Ø,Traffic Page Path Ø,Traffic Page URL,Traffic Country,Traffic Region,Traffic City,Traffic Device Type,Traffic Browser,Traffic Browser Version,Traffic Operating System,Traffic Is the First Page Viewed Ø (Yes / No),Traffic Is the Last Page Viewed Ø (Yes / No),Traffic Next Page Viewed Ø,Traffic Previous Page Viewed Ø,Traffic Page Views,Traffic Site Sessions Ø,Traffic Unique Visitors,Traffic Site Bounce Rate Ø,Traffic Avg. Session Duration Ø,Traffic Avg. Time on Page Ø,Traffic Avg. Pages per Session Ø
08/07/2020,New Visitor,Social,facebook.com,https://l.facebook.com/,_,_,_,/video,https://jorjmakesmusic.com/video,United Kingdom,GLS,Bourton on the Water,Desktop,Chrome,83.0.4103.116,Windows,No,Yes,N/A,/,1,1,1,0,0.000219907,0,1
18/06/2020,New Visitor,Social,facebook.com,https://l.facebook.com/,_,_,_,/maturity,http://jorjmakesmusic.com/maturity,United Kingdom,MRT,Raynes Park,Desktop,Safari,13.1.1,Mac OS,No,No,/news,/,1,1,1,0,0.000844907,0.0002895,1
20/06/2020,Returning Visitor,Wix Email Marketing,N/A,N/A,d5328aae-be6f-4dbc-a1c5-9886f145f202,mail,so,/exclusive,http://jorjmakesmusic.com/exclusive?utm_campaign=d5328aae-be6f-4dbc-a1c5-9886f145f202&utm_source=so&utm_medium=mail&cid=bc369a5b-9d85-4e14-bbe3-24a3f6a46334,United Kingdom,LEW,N/A,Desktop,Chrome,83.0.4103.106,Windows,No,Yes,N/A,/early-access,1,1,1,0,0.000949074,0,1
02/06/2020,Returning Visitor,Direct,Direct,N/A,_,_,_,/,http://jorjmakesmusic.com,United Kingdom,LEW,N/A,Desktop,Chrome,83.0.4103.61,Windows,No,Yes,N/A,/news/it's-here,1,1,1,0,0.001956019,0,1
07/10/2020,New Visitor,Organic Search,google.com,https://google.com/,_,_,_,/,https://jorjmakesmusic.com,Germany,BE,Berlin,Desktop,Chrome,83.0.4103.116,Linux,Yes,No,/maturity,N/A,1,1,1,0,0.000497685,0.000139,1
06/05/2020,New Visitor,Social,facebook.com,https://m.facebook.com/,_,_,_,/,http://jorjmakesmusic.com/?fbclid=iwar21fggg2e1f4pmke6h-zwzwrksv8jlc63ze-lfrx1axyqstevz8-sq_oua,United Kingdom,HRY,Wood Green,Mobile,Safari,13.0.5,Mac OS,Yes,Yes,N/A,N/A,1,1,1,1,0,0,1
07/05/2020,New Visitor,Social,facebook.com,http://m.facebook.com/,_,_,_,/,http://jorjmakesmusic.com,United Kingdom,BNH,Brighton,Mobile,Chrome,268.1.0.54.121,Android,Yes,Yes,N/A,N/A,1,1,1,1,0,0,1
17/11/2020,New Visitor,Social,facebook.com,https://l.facebook.com/,_,_,_,/,https://jorjmakesmusic.com/?fbclid=iwar2wr6ttwbvvve6sjinh6japb6tv-dhyk6zonmytstrt0378nj-uiskp1zq,United Kingdom,BNH,Brighton,Desktop,Chrome,86.0.4240.198,Mac OS,Yes,No,/maturity,N/A,1,1,1,0,0.000613426,0.000243,1
06/05/2020,New Visitor,Social,facebook.com,https://www.facebook.com,_,_,_,/contact,http://jorjmakesmusic.com/contact,United Kingdom,BNH,Brighton,Desktop,Safari,13.1,Mac OS,No,No,/about,/,1,1,1,0,0.000520833,8.70E-05,2
06/05/2020,New Visitor,Social,facebook.com,https://l.facebook.com/,_,_,_,/video,http://jorjmakesmusic.com/video,Spain,M,Madrid,Desktop,Chrome,81.0.4044.129,Windows,No,No,/maturity,/,1,1,1,0,0.00125,0.0001445,2
05/05/2020,New Visitor,Direct,Direct,N/A,_,_,_,/maturity,http://jorjmakesmusic.com/maturity,United Kingdom,ISL,Islington,Mobile,Safari,13.0.5,Mac OS,No,No,/,/,1,1,1,0,0.001585648,5.80E-05,1
30/05/2020,Returning Visitor,Direct,Direct,N/A,_,_,_,/early-access,http://jorjmakesmusic.com/early-access,United Kingdom,LEW,N/A,Desktop,Chrome,83.0.4103.61,Windows,Yes,Yes,N/A,N/A,1,1,1,1,0,0,1
07/05/2020,New Visitor,Social,facebook.com,http://m.facebook.com,_,_,_,/,http://jorjmakesmusic.com,United Kingdom,GLG,Glasgow,Tablet,Safari,N/A,iOS,No,Yes,N/A,/about,1,1,1,0,0.005833333,0,1
07/05/2020,New Visitor,Direct,Direct,N/A,_,_,_,/about,http://jorjmakesmusic.com/about,United Kingdom,GLG,Glasgow,Desktop,Safari,13.1,Mac OS,No,Yes,N/A,/,1,1,1,0,3.47E-05,0,1
04/06/2020,Returning Visitor,Direct,Direct,N/A,_,_,_,/,http://jorjmakesmusic.com,United Kingdom,LEW,N/A,Desktop,Chrome,83.0.4103.61,Windows,Yes,No,/maturity,N/A,1,1,1,0,0.000162037,5.40E-05,2
05/05/2020,New Visitor,Direct,Direct,N/A,_,_,_,/news/it-be-official,http://jorjmakesmusic.com/news/it-be-official,United Kingdom,ISL,Islington,Mobile,Safari,13.0.5,Mac OS,No,No,/contact,/news,1,1,1,0,0.003703704,4.05E-05,2
24/05/2020,New Visitor,Direct,Direct,N/A,_,_,_,/,http://jorjmakesmusic.com,Israel,HA,Haifa,Desktop,Chrome,81.0.4044.138,Mac OS,Yes,Yes,N/A,N/A,1,1,1,1,0,0,1
15/06/2020,New Visitor,Social,facebook.com,https://l.facebook.com/,_,_,_,/,http://jorjmakesmusic.com/?fbclid=iwar01mxguu03y_hqm-lzir5-6_tua0f05z8y5l43hythusjwoiwtbydiu89e,United Kingdom,BNH,Brighton,Desktop,Chrome,83.0.4103.61,Mac OS,Yes,Yes,N/A,N/A,1,1,1,1,0,0,1
01/05/2020,Returning Visitor,Direct,Direct,N/A,_,_,_,/contact,http://jorjmakesmusic.com/contact,United Kingdom,LEW,N/A,Desktop,Chrome,81.0.4044.129,Windows,No,No,/news,/,1,1,1,0,0.017731481,5.80E-05,1
05/05/2020,New Visitor,Social,facebook.com,https://m.facebook.com/,_,_,_,/,http://jorjmakesmusic.com,United Kingdom,SRY,Camberley,Mobile,Chrome,81.0.4044.117,Android,No,No,/video,/about,1,1,1,0,0.004293981,0.0001505,2
26/10/2020,New Visitor,Direct,Direct,N/A,_,_,_,/,https://jorjmakesmusic.com,United States,MN,Faribault,Desktop,Chrome,76.0.3809.71,Windows,Yes,Yes,N/A,N/A,1,1,1,1,0,0,1
30/05/2020,New Visitor,Social,facebook.com,http://m.facebook.com,_,_,_,/,http://jorjmakesmusic.com,United Kingdom,N/A,N/A,Mobile,Safari,N/A,Mac OS,Yes,Yes,N/A,N/A,1,1,1,1,0,0,1
22/12/2020,New Visitor,Direct,Direct,N/A,_,_,_,/,https://jorjmakesmusic.com,N/A,N/A,N/A,Desktop,Chrome,71.0.3563.0,Linux,Yes,Yes,N/A,N/A,1,1,1,1,0,0,1
05/05/2020,New Visitor,Direct,Direct,N/A,_,_,_,/,http://jorjmakesmusic.com,Switzerland,ZH,Zurich,Mobile,Chrome,70.0.3538.64,Android,Yes,Yes,N/A,N/A,1,1,1,1,0,0,1
02/05/2020,New Visitor,Social,facebook.com,https://l.facebook.com,_,_,_,/about,http://jorjmakesmusic.com/about,United Kingdom,MRT,Wimbledon,Desktop,Safari,13.1,Mac OS,No,No,/news,/news,1,1,1,0,0.000821759,1.75E-05,1
01/05/2020,Returning Visitor,Direct,Direct,N/A,_,_,_,/maturity,http://jorjmakesmusic.com/maturity,United Kingdom,LEW,N/A,Desktop,Chrome,81.0.4044.129,Windows,No,No,/video,/,1,1,1,0,0.017731481,0.000266,2
06/05/2020,New Visitor,Social,facebook.com,http://m.facebook.com,_,_,_,/maturity,http://jorjmakesmusic.com/maturity,United Kingdom,KEN,Folkestone,Mobile,Safari,N/A,Mac OS,No,Yes,N/A,/about,1,1,1,0,0.000578704,0,1
05/05/2020,New Visitor,Social,facebook.com,http://m.facebook.com,_,_,_,/,http://jorjmakesmusic.com,United Kingdom,HCK,Hackney,Mobile,Safari,N/A,Mac OS,Yes,Yes,N/A,N/A,1,1,1,1,0,0,1
07/06/2020,Returning Visitor,Direct,Direct,N/A,_,_,_,/news,http://jorjmakesmusic.com/news,United Kingdom,BKM,Aylesbury,Mobile,Chrome,77.0.3865.116,Android,No,No,/maturity,/about,1,1,1,0,0.0009375,0.00011,2
02/06/2020,New Visitor,Wix Email Marketing,N/A,N/A,f77045bc-747d-4f40-96e4-d24dcdc34079,mail,so,/early-access,http://jorjmakesmusic.com/early-access?utm_campaign=f77045bc-747d-4f40-96e4-d24dcdc34079&utm_source=so&utm_medium=mail&cid=5583f5c0-2ecb-43e2-96b1-f32a12d6fc7b,United Kingdom,BNH,Brighton,Desktop,Edge,83.0.478,Windows,No,Yes,N/A,/exclusive,1,1,1,0,0.00125,0.000197,1
05/05/2020,New Visitor,Social,facebook.com,http://m.facebook.com,_,_,_,/,http://jorjmakesmusic.com,United Kingdom,BAS,Radstock,Mobile,Safari,N/A,Mac OS,Yes,Yes,N/A,N/A,1,1,1,1,0,0,1
19/09/2020,New Visitor,Social,youtube.com,https://youtube.com/,_,_,_,/maturity,https://jorjmakesmusic.com/maturity,Italy,BO,Bologna,Desktop,Chrome,85.0.4183.102,Windows,No,Yes,N/A,/,1,1,1,0,0.000150463,0,1
06/05/2020,New Visitor,Social,facebook.com,https://l.facebook.com/,_,_,_,/,http://jorjmakesmusic.com/?fbclid=iwar14ehmd-dqjjcm28hiziwgtom1lks0zbw8q_npzay9gugbva4h8gw8ouai,Spain,M,Madrid,Desktop,Chrome,81.0.4044.129,Windows,Yes,Yes,N/A,N/A,1,1,1,1,0,0,1
21/05/2020,Returning Visitor,Social,youtube.com,https://www.youtube.com/,_,_,_,/maturity,http://jorjmakesmusic.com/maturity,United Kingdom,GRE,Greenwich,Desktop,Chrome,81.0.4044.138,Windows,No,No,/video,/,1,1,1,0,0.000532407,0.0002255,2
05/05/2020,New Visitor,Social,facebook.com,http://m.facebook.com,_,_,_,/,http://jorjmakesmusic.com,United Kingdom,BKM,High Wycombe,Mobile,Safari,N/A,Mac OS,Yes,Yes,N/A,N/A,1,1,1,1,0,0,1
15/10/2020,New Visitor,Direct,Direct,N/A,_,_,_,/,https://jorjmakesmusic.com,N/A,N/A,N/A,Desktop,Chrome,71.0.3563.0,Linux,Yes,Yes,N/A,N/A,1,1,1,1,0,0,1
07/05/2020,New Visitor,Direct,Direct,N/A,_,_,_,/,http://jorjmakesmusic.com,United Kingdom,GLG,Glasgow,Desktop,Safari,13.1,Mac OS,Yes,No,/about,N/A,1,1,1,0,3.47E-05,1.17E-05,2
06/05/2020,New Visitor,Direct,Direct,N/A,_,_,_,/maturity,http://jorjmakesmusic.com/maturity,United Kingdom,BKM,Aylesbury,Mobile,Chrome,77.0.3865.116,Android,No,Yes,N/A,/about,1,1,1,0,0.001203704,0,1
05/05/2020,New Visitor,Social,facebook.com,http://m.facebook.com/,_,_,_,/,http://jorjmakesmusic.com,United Kingdom,HAM,Farnborough,Mobile,Chrome,268.1.0.54.121,Android,Yes,Yes,N/A,N/A,1,1,1,1,0,0,1
11/05/2020,New Visitor,Social,facebook.com,http://m.facebook.com,_,_,_,/,http://jorjmakesmusic.com,United Kingdom,HRW,Pinner,Mobile,Safari,N/A,Mac OS,Yes,No,/contact,N/A,1,1,1,0,0.000810185,0.00027,2
15/11/2020,New Visitor,Direct,Direct,N/A,_,_,_,/,https://jorjmakesmusic.com,N/A,N/A,N/A,Desktop,Chrome,71.0.3563.0,Linux,Yes,Yes,N/A,N/A,1,1,1,1,0,0,1
05/05/2020,New Visitor,Direct,Direct,N/A,_,_,_,/contact,http://jorjmakesmusic.com/contact,United Kingdom,ISL,Islington,Mobile,Safari,13.0.5,Mac OS,No,No,/news,/about,1,1,1,0,0.003703704,0.0011575,1
07/06/2020,Returning Visitor,Direct,Direct,N/A,_,_,_,/,http://jorjmakesmusic.com,United Kingdom,BKM,Aylesbury,Mobile,Chrome,77.0.3865.116,Android,Yes,No,/about,N/A,1,1,1,0,0.0009375,5.40E-05,2
09/10/2020,New Visitor,Direct,Direct,N/A,_,_,_,/,https://jorjmakesmusic.com,N/A,N/A,N/A,Desktop,Chrome,71.0.3563.0,Linux,Yes,Yes,N/A,N/A,1,1,1,1,0,0,1
02/05/2020,New Visitor,Direct,Direct,N/A,_,_,_,/maturity,http://jorjmakesmusic.com/maturity,United Kingdom,KEN,Folkestone,Mobile,Safari,261.1.0.57.120,Mac OS,No,Yes,N/A,/,1,1,1,0,0.000173611,0,1
02/05/2020,New Visitor,Social,facebook.com,https://l.facebook.com,_,_,_,/video,http://jorjmakesmusic.com/video,United Kingdom,MRT,Wimbledon,Desktop,Safari,13.1,Mac OS,No,No,/news,/maturity,1,1,1,0,0.000821759,4.05E-05,1
06/05/2020,New Visitor,Social,facebook.com,http://m.facebook.com/,_,_,_,/,http://jorjmakesmusic.com,United Kingdom,ENG,London,Mobile,Chrome,268.1.0.54.121,Android,Yes,Yes,N/A,N/A,1,1,1,1,0,0,1
05/05/2020,New Visitor,Social,facebook.com,http://m.facebook.com/,_,_,_,/,http://jorjmakesmusic.com,United Kingdom,BEN,Wembley,Mobile,Chrome,268.1.0.54.121,Android,Yes,Yes,N/A,N/A,1,1,1,1,0,0,1
05/05/2020,New Visitor,Direct,Direct,N/A,_,_,_,/video,http://jorjmakesmusic.com/video,United Kingdom,WSX,Burgess Hill,Mobile,Safari,139.1.0.39.120,Mac OS,No,No,/about,/,1,1,1,0,0.000752315,1.75E-05,2
07/05/2020,New Visitor,Social,facebook.com,https://m.facebook.com,_,_,_,/,http://jorjmakesmusic.com/?fbclid=iwar0xnoeakngquopv0znfombwaxfpqhtgdz9oufgs1qtochdsgpq6ljcmwa0,United Kingdom,WSX,Burgess Hill,Mobile,Safari,13.1,Mac OS,Yes,No,/maturity,N/A,1,1,1,0,0.001261574,0.000181333,2
18/06/2020,Returning Visitor,Direct,Direct,N/A,_,_,_,/,http://jorjmakesmusic.com,United Kingdom,LEW,N/A,Desktop,Chrome,83.0.4103.106,Windows,Yes,No,/news,N/A,1,1,1,0,0.000902778,7.67E-06,1
05/05/2020,New Visitor,Direct,Direct,N/A,_,_,_,/about,http://jorjmakesmusic.com/about,United Kingdom,N/A,N/A,Mobile,Safari,139.1.0.39.120,Mac OS,No,Yes,N/A,/,1,1,1,0,0.000115741,0,1
26/10/2020,New Visitor,Direct,Direct,N/A,_,_,_,/,https://jorjmakesmusic.com,N/A,N/A,N/A,Desktop,Chrome,71.0.3563.0,Linux,Yes,Yes,N/A,N/A,1,1,1,1,0,0,1
01/05/2020,New Visitor,Direct,Direct,N/A,_,_,_,/,http://jorjmakesmusic.com,United Kingdom,BNH,Brighton,Desktop,Chrome,81.0.4044.122,Windows,No,Yes,N/A,/news,1,1,1,0,0.001423611,0,1
06/06/2020,New Visitor,Social,facebook.com,https://l.facebook.com/,_,_,_,/news,http://jorjmakesmusic.com/news,United Kingdom,ISL,Islington,Mobile,Chrome,273.0.0.39.123,Android,No,No,/about,/,1,1,1,0,0.000196759,5.20E-05,2
02/06/2020,Returning Visitor,Direct,Direct,N/A,_,_,_,/news,http://jorjmakesmusic.com/news,United Kingdom,LEW,N/A,Desktop,Chrome,83.0.4103.61,Windows,No,No,/news/it's-here,/,1,1,1,0,0.001956019,2.30E-05,1
07/05/2020,New Visitor,Social,facebook.com,https://m.facebook.com,_,_,_,/contact,http://jorjmakesmusic.com/contact,United Kingdom,WSX,Burgess Hill,Mobile,Safari,13.1,Mac OS,No,Yes,N/A,/about,1,1,1,0,0.001261574,0,1
05/05/2020,New Visitor,Social,facebook.com,http://m.facebook.com,_,_,_,/news,http://jorjmakesmusic.com/news,Sweden,O,Askim,Mobile,Safari,N/A,Mac OS,No,Yes,N/A,/video,1,1,1,0,0.000763889,0,1
01/05/2020,Returning Visitor,Direct,Direct,N/A,_,_,_,/maturity,http://jorjmakesmusic.com/maturity,United Kingdom,LEW,N/A,Desktop,Chrome,81.0.4044.129,Windows,No,No,/,/,1,1,1,0,0.017731481,0.006111,1
21/06/2020,New Visitor,Wix Email Marketing,N/A,N/A,d5328aae-be6f-4dbc-a1c5-9886f145f202,mail,so,/early-access,http://jorjmakesmusic.com/early-access?utm_campaign=d5328aae-be6f-4dbc-a1c5-9886f145f202&utm_source=so&utm_medium=mail&cid=97b04e42-069d-4386-94c5-8ed2bf3e6f6d,United Kingdom,LEW,New Cross,Mobile,Safari,13.1,Mac OS,Yes,Yes,N/A,N/A,1,1,1,1,0,0,1
05/05/2020,New Visitor,Social,facebook.com,https://m.facebook.com/,_,_,_,/,http://jorjmakesmusic.com,United Kingdom,SRY,Camberley,Mobile,Chrome,81.0.4044.117,Android,No,No,/about,/contact,1,1,1,0,0.004293981,6.95E-05,2
07/05/2020,New Visitor,Social,facebook.com,http://m.facebook.com,_,_,_,/maturity,http://jorjmakesmusic.com/maturity,United Kingdom,GLG,Glasgow,Tablet,Safari,N/A,iOS,No,No,/about,/,1,1,1,0,0.005833333,0.0005555,2
06/05/2020,New Visitor,Social,facebook.com,https://l.facebook.com/,_,_,_,/,http://jorjmakesmusic.com/?fbclid=iwar14ehmd-dqjjcm28hiziwgtom1lks0zbw8q_npzay9gugbva4h8gw8ouai,Spain,M,Madrid,Desktop,Chrome,81.0.4044.129,Windows,Yes,No,/video,N/A,1,1,1,0,0.00125,0.000285333,2
01/05/2020,New Visitor,Direct,Direct,N/A,_,_,_,/news,http://jorjmakesmusic.com/news,United Kingdom,BNH,Brighton,Desktop,Chrome,81.0.4044.122,Windows,No,No,/,/video,1,1,1,0,0.001423611,1.75E-05,2
22/05/2020,New Visitor,Social,facebook.com,https://www.facebook.com,_,_,_,/maturity,http://jorjmakesmusic.com/maturity,United Kingdom,SRY,Camberley,Desktop,Safari,13.1,Mac OS,No,No,/,/,1,1,1,0,0.001446759,0.000648,2
01/05/2020,New Visitor,Social,facebook.com,http://m.facebook.com/,_,_,_,/video,http://jorjmakesmusic.com/video,United Kingdom,ESS,Wivenhoe,Mobile,Chrome,239.1.0.17.119,Android,No,No,/,/,1,1,1,0,0.000509259,1.75E-05,2
07/05/2020,New Visitor,Social,facebook.com,https://m.facebook.com,_,_,_,/about,http://jorjmakesmusic.com/about,United Kingdom,WSX,Burgess Hill,Mobile,Safari,13.1,Mac OS,No,No,/contact,/news,1,1,1,0,0.001261574,0.00011,2
19/10/2020,New Visitor,Organic Search,google.com,https://google.com/,_,_,_,/about,https://jorjmakesmusic.com/about,United Kingdom,GLG,Glasgow,Tablet,Chrome,85.0.4183.92,iOS,No,Yes,N/A,/,1,1,1,0,0.000520833,0,1
01/05/2020,New Visitor,Direct,Direct,N/A,_,_,_,/maturity,http://jorjmakesmusic.com/maturity,United Kingdom,WSX,Burgess Hill,Mobile,Safari,262.1.0.71.117,Mac OS,No,No,/about,/,1,1,1,0,0.012962963,0.006383,2
06/06/2020,New Visitor,Social,facebook.com,https://l.facebook.com/,_,_,_,/about,http://jorjmakesmusic.com/about,United Kingdom,ISL,Islington,Mobile,Chrome,273.0.0.39.123,Android,No,Yes,N/A,/news,1,1,1,0,0.000196759,0,1
05/05/2020,New Visitor,Direct,Direct,N/A,_,_,_,/maturity,http://jorjmakesmusic.com/maturity,United Kingdom,ISL,Islington,Mobile,Safari,13.0.5,Mac OS,No,No,/about,/,1,1,1,0,0.003703704,7.50E-05,2
29/12/2020,New Visitor,Direct,Direct,N/A,_,_,_,/,https://jorjmakesmusic.com,United States,CA,N/A,Desktop,Chrome,76.0.3809.71,Windows,Yes,Yes,N/A,N/A,1,1,1,1,0,0,1
02/06/2020,New Visitor,Wix Email Marketing,N/A,N/A,f77045bc-747d-4f40-96e4-d24dcdc34079,mail,so,/exclusive,http://jorjmakesmusic.com/exclusive?utm_campaign=f77045bc-747d-4f40-96e4-d24dcdc34079&utm_source=so&utm_medium=mail&cid=5583f5c0-2ecb-43e2-96b1-f32a12d6fc7b,United Kingdom,BNH,Brighton,Desktop,Edge,83.0.478,Windows,Yes,No,/early-access,N/A,1,1,1,0,0.00125,0.00125,1
01/05/2020,Returning Visitor,Direct,Direct,N/A,_,_,_,/,http://jorjmakesmusic.com,United Kingdom,LEW,N/A,Desktop,Chrome,81.0.4044.129,Windows,No,No,/contact,/maturity,1,1,1,0,0.017731481,0.0001215,2
01/05/2020,New Visitor,Direct,Direct,N/A,_,_,_,/,http://jorjmakesmusic.com,United Kingdom,WSX,Burgess Hill,Mobile,Safari,262.1.0.71.117,Mac OS,Yes,No,/maturity,N/A,1,1,1,0,0.012962963,6.57E-05,2
16/06/2020,New Visitor,Social,facebook.com,https://l.facebook.com/,_,_,_,/news,http://jorjmakesmusic.com/news,United Kingdom,WSX,Lancing,Desktop,Chrome,83.0.4103.97,Windows,No,No,/about,/,1,1,1,0,0.000914352,0.0001505,2
07/05/2020,New Visitor,Social,facebook.com,https://m.facebook.com,_,_,_,/contact,http://jorjmakesmusic.com/contact,United Kingdom,WSX,Burgess Hill,Mobile,Safari,13.1,Mac OS,Yes,Yes,N/A,N/A,1,1,1,1,0,0,1
05/06/2020,New Visitor,Social,facebook.com,https://l.facebook.com/,_,_,_,/about,http://jorjmakesmusic.com/about,United Kingdom,ESX,Battle,Mobile,Chrome,273.0.0.39.123,Android,No,Yes,N/A,/,1,1,1,0,0.000115741,0,1
05/05/2020,New Visitor,Social,facebook.com,https://m.facebook.com/,_,_,_,/,http://jorjmakesmusic.com/?fbclid=iwar2jxkfgydotwbidb4mfbqoih-qkppg-guz3weppfnskik5eeu50wtj8hkc,United Kingdom,ENG,London,Mobile,Chrome,81.0.4044.117,Android,Yes,No,/video,N/A,1,1,1,0,0.002534722,0.000212333,2
